song,album,prev,lyric,next,artist,
Swampland,Mutiny!,a-a-a-a-ah scr-e-e-e-a-am,"Lucy, ya made a sinner out of me",Now ah’m burnin like a saint,The Birthday Party,
Swampland,Mutiny!,"Lucy, ya made a sinner out of me",Now ah’m burnin like a saint,Down in Sw-a-a-a-amp Land!,The Birthday Party,
Swampland,Mutiny!,Now ah’m burnin like a saint,Down in Sw-a-a-a-amp Land!,So cum mah executioners! Cum mah bounty huntahs!,The Birthday Party,
Swampland,Mutiny!,Down in Sw-a-a-a-amp Land!,So cum mah executioners! Cum mah bounty huntahs!,Cum mah county killers – ya know ah cannot run no more,The Birthday Party,
Swampland,Mutiny!,So cum mah executioners! Cum mah bounty huntahs!,Cum mah county killers – ya know ah cannot run no more,No ah cannot run no more,The Birthday Party,
Swampland,Mutiny!,Cum mah county killers – ya know ah cannot run no more,No ah cannot run no more,,The Birthday Party,
Vixo,,,Ah fed Vixo on every fear ’n’ fret ’n’ phobia,Til it nor ah could stand the strain no longer,Annie Hogan,
Vixo,,Ah fed Vixo on every fear ’n’ fret ’n’ phobia,Til it nor ah could stand the strain no longer,"Sucked a chicken-bone, tossed it in the corner",Annie Hogan,
Vixo,,Til it nor ah could stand the strain no longer,"Sucked a chicken-bone, tossed it in the corner","Raisin up like Lazarus, up, up from its cot",Annie Hogan,
Vixo,,"Sucked a chicken-bone, tossed it in the corner","Raisin up like Lazarus, up, up from its cot","An making for the door, now …",Annie Hogan,
Vixo,,"Raisin up like Lazarus, up, up from its cot","An making for the door, now …","Infant-prodigy creates a phantom-friend, yeah",Annie Hogan,
Vixo,,"An making for the door, now …","Infant-prodigy creates a phantom-friend, yeah",Stickin’ sack an ol’ Jack-Jack into its itchin-ten,Annie Hogan,
Vixo,,"Infant-prodigy creates a phantom-friend, yeah",Stickin’ sack an ol’ Jack-Jack into its itchin-ten,"Oh! Don’t ya linger! Ooh! Don’t ya linger, now",Annie Hogan,
Vixo,,Stickin’ sack an ol’ Jack-Jack into its itchin-ten,"Oh! Don’t ya linger! Ooh! Don’t ya linger, now",Mah monster-piece … mah perfect-murder-machine,Annie Hogan,
Vixo,,"Oh! Don’t ya linger! Ooh! Don’t ya linger, now",Mah monster-piece … mah perfect-murder-machine,"Don’t ya linger, for ah can feel mah youth slipping outa me",Annie Hogan,
Vixo,,Mah monster-piece … mah perfect-murder-machine,"Don’t ya linger, for ah can feel mah youth slipping outa me","Yeah, ah can feel mah youth slip outa me",Annie Hogan,
Vixo,,"Don’t ya linger, for ah can feel mah youth slipping outa me","Yeah, ah can feel mah youth slip outa me",,Annie Hogan,
Vixo,,"Yeah, ah can feel mah youth slip outa me",,"Call it, Call it Vixo. Call it Vee",Annie Hogan,
Vixo,,,"Call it, Call it Vixo. Call it Vee","Ah all it, an it comes to me",Annie Hogan,
Vixo,,"Call it, Call it Vixo. Call it Vee","Ah all it, an it comes to me",Call it Vixo. Call it me,Annie Hogan,
Vixo,,"Ah all it, an it comes to me",Call it Vixo. Call it me,March headlong into the heart of fear,Annie Hogan,
Vixo,,Call it Vixo. Call it me,March headlong into the heart of fear,Ah will follow thee,Annie Hogan,
Vixo,,March headlong into the heart of fear,Ah will follow thee,,Annie Hogan,
Vixo,,Ah will follow thee,,What kept ya? Whaa? What kept ya? You get trouble? Sum’n go wrong?,Annie Hogan,
Vixo,,,What kept ya? Whaa? What kept ya? You get trouble? Sum’n go wrong?,"Vixo grinning, climbs up into mah lil boy arms",Annie Hogan,
Vixo,,What kept ya? Whaa? What kept ya? You get trouble? Sum’n go wrong?,"Vixo grinning, climbs up into mah lil boy arms","What you get? Tell me, what ya gone ’n’ brung me from the hollow?",Annie Hogan,
Vixo,,"Vixo grinning, climbs up into mah lil boy arms","What you get? Tell me, what ya gone ’n’ brung me from the hollow?",Yeah! We’re laughin’ … but our laughter is shallow,Annie Hogan,
Vixo,,"What you get? Tell me, what ya gone ’n’ brung me from the hollow?",Yeah! We’re laughin’ … but our laughter is shallow,Ain’t it funny … my childhood name is Sorrow,Annie Hogan,
Vixo,,Yeah! We’re laughin’ … but our laughter is shallow,Ain’t it funny … my childhood name is Sorrow,"Vixo sighs, ’n’ lays its head upon mah pillow",Annie Hogan,
Vixo,,Ain’t it funny … my childhood name is Sorrow,"Vixo sighs, ’n’ lays its head upon mah pillow",,Annie Hogan,
Vixo,,"Vixo sighs, ’n’ lays its head upon mah pillow",,Call it. Call it Vixo. Call it Vee,Annie Hogan,
Vixo,,,Call it. Call it Vixo. Call it Vee,"Call it, an it comes to me",Annie Hogan,
Vixo,,Call it. Call it Vixo. Call it Vee,"Call it, an it comes to me","Vee … ah … Hex … Oh-oh, come crawl with me",Annie Hogan,
Vixo,,"Call it, an it comes to me","Vee … ah … Hex … Oh-oh, come crawl with me",Into the dark heart of despair,Annie Hogan,
Vixo,,"Vee … ah … Hex … Oh-oh, come crawl with me",Into the dark heart of despair,Ah will not forsake thee,Annie Hogan,
Vixo,,Into the dark heart of despair,Ah will not forsake thee,Listen … Instruction!,Annie Hogan,
Vixo,,Ah will not forsake thee,Listen … Instruction!,"Ditch it, Pitch it. Now hitch it up along the ridge",Annie Hogan,
Vixo,,Listen … Instruction!,"Ditch it, Pitch it. Now hitch it up along the ridge",Ya laughin b’neath the Sheriff’s wheels,Annie Hogan,
Vixo,,"Ditch it, Pitch it. Now hitch it up along the ridge",Ya laughin b’neath the Sheriff’s wheels,That go screamin cross Hooper Bridge,Annie Hogan,
Vixo,,Ya laughin b’neath the Sheriff’s wheels,That go screamin cross Hooper Bridge,Skirt the out-skirts. Up mah back-stair. Ya sack all undone,Annie Hogan,
Vixo,,That go screamin cross Hooper Bridge,Skirt the out-skirts. Up mah back-stair. Ya sack all undone,Don’t touch nothin! Water runnin in the tub,Annie Hogan,
Vixo,,Skirt the out-skirts. Up mah back-stair. Ya sack all undone,Don’t touch nothin! Water runnin in the tub,Get there! and scrub ev’ry one,Annie Hogan,
Vixo,,Don’t touch nothin! Water runnin in the tub,Get there! and scrub ev’ry one,,Annie Hogan,
Vixo,,Get there! and scrub ev’ry one,,When ya STRUCK ya struck a thousand crickets dumb,Annie Hogan,
Vixo,,,When ya STRUCK ya struck a thousand crickets dumb,"Hooper-Hollow iced over then, all hush, hush",Annie Hogan,
Vixo,,When ya STRUCK ya struck a thousand crickets dumb,"Hooper-Hollow iced over then, all hush, hush",In the cool midday sun,Annie Hogan,
Vixo,,"Hooper-Hollow iced over then, all hush, hush",In the cool midday sun,Hush! Ah say Hush! Hu-u-u-ush!,Annie Hogan,
Vixo,,In the cool midday sun,Hush! Ah say Hush! Hu-u-u-ush!,"Sittin on the roof, laugh at mahself",Annie Hogan,
Vixo,,Hush! Ah say Hush! Hu-u-u-ush!,"Sittin on the roof, laugh at mahself",As they rope off the woods,Annie Hogan,
Vixo,,"Sittin on the roof, laugh at mahself",As they rope off the woods,Watchin all the good-people,Annie Hogan,
Vixo,,As they rope off the woods,Watchin all the good-people,go beating the bush,Annie Hogan,
Vixo,,Watchin all the good-people,go beating the bush,,Annie Hogan,
